254,158,45,255,174,46,133,124,97,133,124,97,222,16,27,Pewarna Merah Backlight Merah,0
,,,,,,,,,,,,,,,,
4,250,43,0,255,45,130,124,96,130,124,96,42,161,61,Pewarna Merah Backlight Hijau,0
,,,,,,,,,,,,,,,,
96,133,253,96,142,255,131,123,94,131,123,94,22,54,185,Pewarna Merah Backlight Biru,0
,,,,,,,,,,,,,,,,
219,195,204,227,212,203,127,122,92,127,122,92,52,76,132,Pewarna Merah Backlight Putih,0
,,,,,,,,,,,,,,,,
254,113,0,255,121,0,124,100,77,124,100,77,229,15,26,Pewarna Merah Backlight Merah,5
,,,,,,,,,,,,,,,,
254,144,0,255,168,0,122,99,77,122,99,77,229,15,26,Pewarna Merah Backlight Hijau,5
,,,,,,,,,,,,,,,,
224,72,254,255,81,255,119,97,72,119,97,72,25,50,185,Pewarna Merah Backlight Biru,5
,,,,,,,,,,,,,,,,
224,72,254,255,81,255,119,97,72,119,97,72,67,54,137,Pewarna Merah Backlight Putih,5
,,,,,,,,,,,,,,,,
254,80,19,255,86,19,118,78,49,118,78,49,229,15,26,Pewarna Merah Backlight Merah,10
,,,,,,,,,,,,,,,,
254,55,0,255,59,0,117,78,49,117,78,49,153,68,34,Pewarna Merah Backlight Hijau,10
,,,,,,,,,,,,,,,,
254,46,10,255,47,12,112,76,47,112,76,47,80,36,138,Pewarna Merah Backlight Biru,10
,,,,,,,,,,,,,,,,
254,83,99,255,89,99,115,90,65,115,90,65,75,50,1,Pewarna Merah Backlight Putih,10
,,,,,,,,,,,,,,,,
254,141,37,255,149,40,141,103,78,141,103,78,227,14,24,Pewarna Merah Backlight Merah,25
,,,,,,,,,,,,,,,,
198,71,0,195,73,0,127,96,71,127,96,71,107,94,40,Pewarna Merah Backlight Hijau,25
,,,,,,,,,,,,,,,,
254,39,240,255,42,255,141,104,78,141,104,78,35,45,174,Pewarna Merah Backlight Biru,25
,,,,,,,,,,,,,,,,
254,69,46,255,74,47,141,104,78,141,104,78,89,44,124,Pewarna Merah Backlight Putih,25
254,101,20,255,97,23,137,96,67,137,96,67,230,15,25,Pewarna Merah Backlight Merah,50
,,,,,,,,,,,,,,,,
254,80,0,255,80,0,136,96,67,136,96,67,118,38,103,Pewarna Merah Backlight Hijau,50
254,98,108,255,102,114,134,93,63,134,93,63,120,40,100,Pewarna Merah Backlight Biru,50
,,,,,,,,,,,,,,,,
254,123,27,255,126,31,132,93,63,132,93,63,120,38,100,Pewarna Merah Backlight Putih,50
,,,,,,,,,,,,,,,,
254,128,42,255,126,42,133,90,55,133,90,55,230,15,25,Pewarna Merah Backlight Merah,100
,,,,,,,,,,,,,,,,
254,79,2,255,84,0,132,88,53,132,88,53,116,31,116,Pewarna Merah Backlight Hijau,100
,,,,,,,,,,,,,,,,
254,86,25,255,88,28,129,86,56,129,86,56,146,33,80,Pewarna Merah Backlight Biru,100
,,,,,,,,,,,,,,,,
254,74,9,255,73,10,128,85,53,128,85,53,147,34,78,Pewarna Merah Backlight Putih,100
,,,,,,,,,,,,,,,,
254,195,39,255,193,41,106,108,71,106,108,71,224,18,24,Pewarna Hijau Backlight Merah,5
,,,,,,,,,,,,,,,,
5,254,130,0,255,134,108,108,71,108,108,71,39,158,61,Pewarna Hijau Backlight Hijau,5
,,,,,,,,,,,,,,,,
122,141,254,130,143,255,105,107,67,105,107,67,44,154,57,Pewarna Hijau Backlight Biru,5
,,,,,,,,,,,,,,,,
158,254,164,156,255,163,104,108,68,104,108,68,51,80,128,Pewarna Hijau Backlight Putih,5
,,,,,,,,,,,,,,,,
254,152,50,255,154,50,102,104,66,102,104,66,51,84,125,Pewarna Hijau Backlight Merah,10
,,,,,,,,,,,,,,,,
0,254,100,0,255,107,100,105,65,100,105,65,39,156,60,Pewarna Hijau Backlight Hijau,10
,,,,,,,,,,,,,,,,
79,114,254,79,122,255,100,104,65,100,104,65,50,84,125,Pewarna Hijau Backlight Biru,10
,,,,,,,,,,,,,,,,
61,227,109,58,233,113,99,104,66,99,104,66,50,84,125,Pewarna Hijau Backlight Putih,10
,,,,,,,,,,,,,,,,
174,17,0,191,18,0,81,96,52,81,96,52,226,19,29,Pewarna Hijau Backlight Merah,25
,,,,,,,,,,,,,,,,
0,244,52,0,246,49,78,95,53,78,95,53,34,162,64,Pewarna Hijau Backlight Hijau,25
,,,,,,,,,,,,,,,,
0,100,215,0,99,220,77,96,50,77,96,50,26,56,173,Pewarna Hijau Backlight Biru,25
,,,,,,,,,,,,,,,,
0,254,86,0,255,83,78,94,48,78,94,48,48,96,116,Pewarna Hijau Backlight Putih,25
,,,,,,,,,,,,,,,,
21,4,0,19,5,0,68,90,48,68,90,48,215,26,26,Pewarna Hijau Backlight Merah,50
,,,,,,,,,,,,,,,,
0,234,33,0,248,33,69,91,46,69,91,46,30,165,60,Pewarna Hijau Backlight Hijau,50
,,,,,,,,,,,,,,,,
0,36,50,0,35,56,67,90,44,67,90,44,23,64,174,Pewarna Hijau Backlight Biru,50
,,,,,,,,,,,,,,,,
0,223,2,0,255,0,67,91,43,67,91,43,43,106,109,Pewarna Hijau Backlight Putih,50
,,,,,,,,,,,,,,,,
15,2,0,17,3,0,50,80,35,50,80,35,216,19,19,Pewarna Hijau Backlight Merah,100
,,,,,,,,,,,,,,,,
0,254,187,0,255,189,51,80,36,51,80,36,30,168,61,Pewarna Hijau Backlight Hijau,100
,,,,,,,,,,,,,,,,
0,72,61,0,73,63,45,80,31,45,80,31,24,64,168,Pewarna Hijau Backlight Biru,100
,,,,,,,,,,,,,,,,
0,254,88,0,255,93,43,80,31,43,80,31,38,118,99,Pewarna Hijau Backlight Putih,100
,,,,,,,,,,,,,,,,
254,110,39,255,115,39,86,91,64,86,91,64,224,19,25,Pewarna Biru Backlight Merah,5
,,,,,,,,,,,,,,,,
0,251,46,0,255,47,84,90,59,84,90,59,39,156,60,Pewarna Biru Backlight Hijau,5
,,,,,,,,,,,,,,,,
0,136,254,0,146,255,87,91,64,87,91,64,18,53,188,Pewarna Biru Backlight Biru,5
,,,,,,,,,,,,,,,,
31,189,231,32,193,241,83,90,63,83,90,63,42,79,139,Pewarna Biru Backlight Putih,5
,,,,,,,,,,,,,,,,
227,15,1,255,14,0,82,92,66,82,92,66,221,17,25,Pewarna Biru Backlight Merah,10
,,,,,,,,,,,,,,,,
0,210,24,0,212,23,81,89,63,81,89,63,32,160,64,Pewarna Biru Backlight Hijau,10
,,,,,,,,,,,,,,,,
0,77,254,0,70,255,77,89,60,77,89,60,14,54,191,Pewarna Biru Backlight Biru,10
,,,,,,,,,,,,,,,,
0,146,203,0,138,211,73,88,56,73,88,56,35,81,143,Pewarna Biru Backlight Putih,10
,,,,,,,,,,,,,,,,
114,52,87,105,50,86,118,130,110,118,130,110,196,29,39,Pewarna Biru Backlight Merah,25
,,,,,,,,,,,,,,,,
0,244,58,0,252,57,117,129,108,117,129,108,34,157,59,Pewarna Biru Backlight Hijau,25
,,,,,,,,,,,,,,,,
0,118,254,0,117,255,121,133,112,121,133,112,12,54,195,Pewarna Biru Backlight Biru,25
0,192,253,0,194,255,119,131,110,119,131,110,30,81,147,Pewarna Biru Backlight Putih,25
,,,,,,,,,,,,,,,,
0,12,83,0,13,84,93,116,101,93,116,101,157,39,39,Pewarna Biru Backlight Merah,50
,,,,,,,,,,,,,,,,
0,210,57,0,211,59,92,114,100,92,114,100,23,153,60,Pewarna Biru Backlight Hijau,50
,,,,,,,,,,,,,,,,
0,62,254,0,63,255,92,116,99,92,116,99,6,57,196,Pewarna Biru Backlight Biru,50
,,,,,,,,,,,,,,,,
0,108,205,0,110,209,90,114,98,90,114,98,16,86,158,Pewarna Biru Backlight Putih,50
,,,,,,,,,,,,,,,,
0,0,0,0,0,0,41,85,73,41,85,73,170,42,42,Pewarna Biru Backlight Merah,100
,,,,,,,,,,,,,,,,
0,181,22,0,182,22,46,86,60,46,86,60,22,170,68,Pewarna Biru Backlight Hijau,100
,,,,,,,,,,,,,,,,
0,78,254,0,77,255,49,84,60,49,84,60,4,56,199,Pewarna Biru Backlight Biru,100
,,,,,,,,,,,,,,,,
0,108,254,0,107,255,49,85,64,49,85,64,12,84,162,Pewarna Biru Backlight Putih,100
198,71,0,195,73,0,127,96,71,127,96,71,107,94,40,Pewarna Merah Backlight Hijau,25
